"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ELMWOOD PARK BOARD OF EDUCATION","New Jersey","3404660","BERGEN COUNTY","34003","34","5","60 EAST 53RD ST","ELMWOOD PARK","NJ ","07407","1622","60 EAST 53RD STREET","ELMWOOD PARK","NJ ","07407","1622","2017968700","1-Local school district","40.918700","-74.118600","031345","Prekindergarten","12th Grade","New Jersey","2529"
"ELSINBORO TOWNSHIP SCHOOL DISTRICT","New Jersey","3404680","SALEM COUNTY","34033","34","1","631 SALEMFT. ELFSBORG RD","SALEM","NJ ","08079","","631 SALEM-FT. ELFSBORG RD.","SALEM","NJ ","08079","","8569353817","1-Local school district","39.550900","-75.518100","331350","Kindergarten","12th Grade","New Jersey","137"
"ELYSIAN CHARTER SCHOOL","New Jersey","3400029","HUDSON COUNTY","34017","34","1","301 GARDEN ST","HOBOKEN","NJ ","07030","4004","301 GARDEN STREET","HOBOKEN","NJ ","07030","4004","2018760102","7-Charter school agency","40.740600","-74.031400","806420","Kindergarten","8th Grade","New Jersey","288"
"EMERSON PUBLIC SCHOOLS","New Jersey","3404710","BERGEN COUNTY","34003","34","3","133 MAIN ST","EMERSON","NJ ","07630","","133 MAIN STREET","EMERSON","NJ ","07630","","2012622828","1-Local school district","40.974100","-74.016100","031360","Prekindergarten","12th Grade","New Jersey","1199"
"ENGLEWOOD CLIFFS PUBLIC SCHOOLS","New Jersey","3404770","BERGEN COUNTY","34003","34","2","143 CHARLOTTE PLACE","ENGLEWOOD CLIFFS","NJ ","07632","2602","143 CHARLOTTE PLACE","ENGLEWOOD CLIFFS","NJ ","07632","2602","2015677292","1-Local school district","40.875100","-73.956900","031380","Kindergarten","8th Grade","New Jersey","509"
"ENGLEWOOD ON THE PALISADES CHARTER SCHOOL","New Jersey","3400014","BERGEN COUNTY","34003","34","1","65 WEST DEMAREST AVE","ENGLEWOOD","NJ ","07631","","65 WEST DEMAREST AVENUE","ENGLEWOOD","NJ ","07631","","2015699765","7-Charter school agency","40.899000","-73.975200","806430","Kindergarten","5th Grade","New Jersey","199"
"ENGLEWOOD PUBLIC SCHOOL DISTRICT","New Jersey","3404740","BERGEN COUNTY","34003","34","5","274 KNICKERBOCKER RD","ENGLEWOOD","NJ ","07631","2206","274 KNICKERBOCKER ROAD","ENGLEWOOD","NJ ","07631","2206","2018626000","1-Local school district","40.908100","-73.980600","031370","Prekindergarten","12th Grade","New Jersey","3030"
"ENVIRONMENT COMMUNITY OPPORTUNITY (ECO) CHARTER SCHOOL","New Jersey","3400079","CAMDEN COUNTY","34007","34","1","817 CARPENTER ST","CAMDEN","NJ ","08102","","817 CARPENTER STREET","CAMDEN","NJ ","08102","","8569632627","7-Charter school agency","39.945200","-75.116000","806232","Kindergarten","5th Grade","New Jersey","227"
"ESSEX COUNTY VOCATIONAL TECHNICAL SCHOOLS","New Jersey","3404800","ESSEX COUNTY","34013","34","4","60 NELSON PLACE 1 NORTH","NEWARK","NJ ","07102","","60 NELSON PLACE 1 NORTH","NEWARK","NJ ","07102","","9734122050","1-Local school district","40.738200","-74.180800","131390","9th Grade","12th Grade","New Jersey","2175"
"ESSEX FELLS SCHOOL DISTRICT","New Jersey","3404830","ESSEX COUNTY","34013","34","1","102 HAWTHORNE RD","ESSEX FELLS","NJ ","07021","1120","102 HAWTHORNE ROAD","ESSEX FELLS","NJ ","07021","1120","9732260505","1-Local school district","40.830400","-74.280300","131400","Prekindergarten","6th Grade","New Jersey","205"
"ESSEX REGIONAL EDUCATIONAL SERVICES COMMISSION","New Jersey","3480300","ESSEX COUNTY","34013","34","3","369 PASSAIC AVE","FAIRFIELD","NJ ","07004","","369 PASSAIC AVENUE","FAIRFIELD","NJ ","07004","","9734056262","1-Local school district","40.886900","-74.272800","131387","1st Grade","12th Grade","New Jersey","94"
"ESTELL MANOR CITY SCHOOL DISTRICT","New Jersey","3404860","ATLANTIC COUNTY","34001","34","1","128 CAPE MAY AVE","ESTELL MANOR","NJ ","08319","1735","128 CAPE MAY AVENUE","ESTELL MANOR","NJ ","08319","1735","6094762267","1-Local school district","39.378100","-74.826400","011410","Kindergarten","12th Grade","New Jersey","181"
"EVESHAM TOWNSHIP SCHOOL DISTRICT","New Jersey","3404890","BURLINGTON COUNTY","34005","34","9","25 SOUTH MAPLE AVE","MARLTON","NJ ","08053","2001","25 S. MAPLE AVENUE","MARLTON","NJ ","08053","2001","8569831800","1-Local school district","39.893000","-74.921600","051420","Prekindergarten","8th Grade","New Jersey","4595"
"EWING TOWNSHIP PUBLIC SCHOOLS","New Jersey","3404920","MERCER COUNTY","34021","34","5","2099 PENNINGTON RD","EWING","NJ ","08618","1409","2099 PENNINGTON RD","EWING","NJ ","08618","1409","6095389800","1-Local school district","40.277700","-74.781100","211430","Prekindergarten","12th Grade","New Jersey","3651"
"FAIR HAVEN SCHOOL DISTRICT","New Jersey","3404950","MONMOUTH COUNTY","34025","34","2","224 HANCE RD","FAIR HAVEN","NJ ","07704","3198","224 HANCE ROAD","FAIR HAVEN","NJ ","07704","3198","7327472294","1-Local school district","40.356300","-74.042900","251440","Prekindergarten","8th Grade","New Jersey","1016"
"FAIR LAWN PUBLIC SCHOOLS","New Jersey","3404980","BERGEN COUNTY","34003","34","9","3701 FAIR LAWN AVE","FAIR LAWN","NJ ","07410","4919","37-01 FAIR LAWN AVE.","FAIR LAWN","NJ ","07410","4919","2017945500","1-Local school district","40.943100","-74.106600","031450","Kindergarten","12th Grade","New Jersey","4655"
"FAIRFIELD PUBLIC SCHOOLS","New Jersey","3405010","ESSEX COUNTY","34013","34","2","15 KNOLL RD","FAIRFIELD","NJ ","07004","2462","15 KNOLL ROAD","FAIRFIELD","NJ ","07004","2462","9732275586","1-Local school district","40.879800","-74.317000","131465","Prekindergarten","6th Grade","New Jersey","644"
"FAIRFIELD TOWNSHIP SCHOOL DISTRICT","New Jersey","3405040","CUMBERLAND COUNTY","34011","34","1","375 GOULDTOWNWOODRUFF RD","BRIDGETON","NJ ","08302","0259","375 GOULDTOWN-WOODRUFF RD.","BRIDGETON","NJ ","08302","0259","8564531882","1-Local school district","39.423400","-75.182300","111460","Prekindergarten","8th Grade","New Jersey","604"
"FAIRVIEW PUBLIC SCHOOLS","New Jersey","3405070","BERGEN COUNTY","34003","34","3","130 HAMILTON AVE","FAIRVIEW","NJ ","07022","2030","130 HAMILTON AVENUE","FAIRVIEW","NJ ","07022","2030","2019430564","1-Local school district","40.812900","-73.997300","031470","Prekindergarten","12th Grade","New Jersey","1269"
"FARMINGDALE BOARD OF EDUCATION","New Jersey","3405130","MONMOUTH COUNTY","34025","34","1","49 ACADEMY ST","FARMINGDALE","NJ ","07727","0706","49 ACADEMY STREET","FARMINGDALE","NJ ","07727","0706","7329389611","1-Local school district","40.196100","-74.170500","251490","Prekindergarten","8th Grade","New Jersey","148"
"FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT","New Jersey","3405190","HUNTERDON COUNTY","34019","34","6","50 COURT ST","FLEMINGTON","NJ ","08822","1325","50 COURT STREET","FLEMINGTON","NJ ","08822","1325","9082847538","1-Local school district","40.510200","-74.864000","191510","Prekindergarten","8th Grade","New Jersey","3388"
"FLORENCE TOWNSHIP SCHOOL DISTRICT","New Jersey","3405220","BURLINGTON COUNTY","34005","34","3","201 CEDAR ST","FLORENCE","NJ ","08518","","201 CEDAR STREET","FLORENCE","NJ ","08518","","6094994600","1-Local school district","40.118600","-74.795600","051520","Prekindergarten","12th Grade","New Jersey","1609"
"FLORHAM PARK PUBLIC SCHOOLS","New Jersey","3405250","MORRIS COUNTY","34027","34","3","67 RIDGEDALE AVEUNE","FLORHAM PARK","NJ ","07932","","PO BOX 39","FLORHAM PARK","NJ ","07932","","9738223880","1-Local school district","40.777200","-74.400200","271530","Prekindergarten","8th Grade","New Jersey","999"
"FOLSOM BOROUGH SCHOOL DISTRICT","New Jersey","3405280","ATLANTIC COUNTY","34001","34","1","1357 MAYS LANDING RD","FOLSOM","NJ ","08037","9135","1357 MAYS LANDING ROAD","FOLSOM","NJ ","08037","9135","6095618666","1-Local school district","39.603400","-74.847100","011540","Prekindergarten","12th Grade","New Jersey","433"
"FORT LEE PUBLIC SCHOOLS","New Jersey","3405310","BERGEN COUNTY","34003","34","6","2175 LEMOINE AVE 6TH FL.","FORT LEE","NJ ","07024","5629","2175 LEMOINE AVE 6TH FL.","FORT LEE","NJ ","07024","5629","2015854612","1-Local school district","40.856800","-73.967300","031550","Prekindergarten","12th Grade","New Jersey","3766"
"FOUNDATION ACADEMY CHARTER SCHOOL","New Jersey","3400717","MERCER COUNTY","34021","34","1","363 WEST STATE ST","TRENTON","NJ ","08608","","363 WEST STATE ST","TRENTON","NJ ","08608","","6099209200","7-Charter school agency","40.223600","-74.777700","806017","3rd Grade","12th Grade","New Jersey","544"
"FRANKFORD TOWNSHIP SCHOOL DISTRICT","New Jersey","3405340","SUSSEX COUNTY","34037","34","1","2 PINES RD","BRANCHVILLE","NJ ","07826","0430","4 PINES ROAD","BRANCHVILLE","NJ ","07826","0430","9739483727","1-Local school district","41.139300","-74.737600","371560","Prekindergarten","8th Grade","New Jersey","536"
"FRANKLIN BOROUGH SCHOOL DISTRICT","New Jersey","3405400","SUSSEX COUNTY","34037","34","1","50 WASHINGTON AVE","FRANKLIN","NJ ","07416","1706","50 WASHINGTON AVENUE","FRANKLIN","NJ ","07416","1706","9738279775","1-Local school district","41.115400","-74.584100","371570","Prekindergarten","8th Grade","New Jersey","456"
"FRANKLIN LAKES PUBLIC SCHOOLS","New Jersey","3405370","BERGEN COUNTY","34003","34","4","490 PULIS AVE","FRANKLIN LAKES","NJ ","07417","1324","490 PULIS AVENUE","FRANKLIN LAKES","NJ ","07417","1324","2018911856","1-Local school district","41.020700","-74.202900","031580","Prekindergarten","8th Grade","New Jersey","1276"
"FRANKLIN TOWNSHIP BOARD OF EDUCATION","New Jersey","3405430","GLOUCESTER COUNTY","34015","34","3","3228 COLES MILL RD","FRANKLINVILLE","NJ ","08322","3029","3228 COLES MILL ROAD","FRANKLINVILLE","NJ ","08322","3029","8566299500","1-Local school district","39.619800","-75.018900","151590","Prekindergarten","6th Grade","New Jersey","1388"
"FRANKLIN TOWNSHIP PUBLIC SCHOOLS","New Jersey","3405490","SOMERSET COUNTY","34035","34","9","1755 AMWELL RD","SOMERSET","NJ ","08873","2793","1755 AMWELL RD.","SOMERSET","NJ ","08873","2793","7328732400","1-Local school district","40.497700","-74.529200","351610","Prekindergarten","12th Grade","New Jersey","7650"
"FRANKLIN TOWNSHIP SCHOOL","New Jersey","3405460","HUNTERDON COUNTY","34019","34","1","226 QUAKERTOWN RD","QUAKERTOWN","NJ ","08868","0368","PO BOX 368","QUAKERTOWN","NJ ","08868","0368","9087357929","1-Local school district","40.567000","-74.947000","191600","Prekindergarten","8th Grade","New Jersey","291"
"FRANKLIN TOWNSHIP SCHOOL DISTRICT","New Jersey","3405520","WARREN COUNTY","34041","34","1","52 ASBURYBROADWAY RD","WASHINGTON","NJ ","07882","","52 ASBURY-BROADWAY ROAD","WASHINGTON","NJ ","07882","","9086892958","1-Local school district","40.725700","-75.046800","411620","Prekindergarten","6th Grade","New Jersey","253"
"FREDON TOWNSHIP SCHOOL DISTRICT","New Jersey","3405550","SUSSEX COUNTY","34037","34","1","459 ROUTE 94S","NEWTON","NJ ","07860","5018","459 ROUTE #94S","NEWTON","NJ ","07860","5018","9733834151","1-Local school district","41.033600","-74.815400","371630","Prekindergarten","6th Grade","New Jersey","276"
"FREEDOM ACADEMY CHARTER SCHOOL","New Jersey","3400080","CAMDEN COUNTY","34007","34","1","1400 COLLINGS RD","CAMDEN","NJ ","08104","","1400 COLLINGS ROAD","CAMDEN","NJ ","08104","","8569620766","7-Charter school agency","39.905000","-75.101000","806240","6th Grade","8th Grade","New Jersey","246"
"FREEHOLD BOROUGH PUBLIC SCHOOLS","New Jersey","3405580","MONMOUTH COUNTY","34025","34","3","280 PARK AVE","FREEHOLD","NJ ","07728","2006","280 PARK AVENUE","FREEHOLD","NJ ","07728","2006","7327612100","1-Local school district","40.250500","-74.280200","251640","Prekindergarten","8th Grade","New Jersey","1563"
"FREEHOLD REGIONAL HIGH SCHOOL DISTRICT","New Jersey","3405610","MONMOUTH COUNTY","34025","34","6","11 PINE ST","ENGLISHTOWN","NJ ","07726","1513","11 PINE STREET","ENGLISHTOWN","NJ ","07726","1513","7327927300","1-Local school district","40.298600","-74.357600","251650","9th Grade","12th Grade","New Jersey","11420"
"FREEHOLD TOWNSHIP SCHOOL DISTRICT","New Jersey","3405640","MONMOUTH COUNTY","34025","34","8","384 WEST MAIN ST","FREEHOLD","NJ ","07728","3198","384 WEST MAIN STREET","FREEHOLD","NJ ","07728","3198","7324628400","1-Local school district","40.242300","-74.301600","251660","Prekindergarten","8th Grade","New Jersey","4056"
"FRELINGHUYSEN TOWNSHIP SCHOOL DISTRICT","New Jersey","3405670","WARREN COUNTY","34041","34","1","780 ROUTE 94","NEWTON","NJ ","07860","5057","780 ROUTE 94","NEWTON","NJ ","07860","5057","9083626319","1-Local school district","40.989000","-74.868600","411670","Prekindergarten","6th Grade","New Jersey","155"
"FRENCHTOWN SCHOOL DISTRICT","New Jersey","3405700","HUNTERDON COUNTY","34019","34","1","902 HARRISON ST","FRENCHTOWN","NJ ","08822","1124","902 HARRISON ST.","FRENCHTOWN","NJ ","08822","1124","9089962751","1-Local school district","40.534100","-75.061900","191680","Prekindergarten","8th Grade","New Jersey","139"
"GALLOWAY COMMUNITY CHARTER SCHOOL","New Jersey","3400059","ATLANTIC COUNTY","34001","34","1","112 SOUTH NEW YORK RD","GALLOWAY","NJ ","08205","","112 S. NEW YORK RD.","GALLOWAY","NJ ","08205","","6096527118","7-Charter school agency","39.482000","-74.458100","806612","Kindergarten","8th Grade","New Jersey","230"
"GALLOWAY TOWNSHIP PUBLIC SCHOOLS","New Jersey","3405730","ATLANTIC COUNTY","34001","34","6","101 SOUTH REEDS RD","GALLOWAY","NJ ","08205","","101 S REEDS ROAD","GALLOWAY","NJ ","08205","","6097481250","1-Local school district","39.484200","-74.513300","011690","Prekindergarten","8th Grade","New Jersey","3336"
"GARFIELD PUBLIC SCHOOL DISTRICT","New Jersey","3405760","BERGEN COUNTY","34003","34","11","34 OUTWATER LN","GARFIELD","NJ ","07026","2637","34 OUTWATER LANE","GARFIELD","NJ ","07026","2637","9733405000","1-Local school district","40.880300","-74.117600","031700","Prekindergarten","12th Grade","New Jersey","4760"
"GARWOOD BORO","New Jersey","3405790","UNION COUNTY","34039","34","1","400 SECOND AVE","GARWOOD","NJ ","07027","","400 SECOND AVENUE","GARWOOD","NJ ","07027","","9087890331","1-Local school district","40.654200","-74.326300","391710","Prekindergarten","12th Grade","New Jersey","383"
"GATEWAY REGIONAL SCHOOL DSITRICT","New Jersey","3405820","GLOUCESTER COUNTY","34015","34","1","775 TANYARD RD","WOODBURY HEIGHTS","NJ ","08096","6218","775 TANYARD ROAD","WOODBURY HEIGHTS","NJ ","08096","6218","8568488200","1-Local school district","39.817600","-75.141200","151715","7th Grade","12th Grade","New Jersey","898"
"GIBBSBORO ELEMENTARY SCHOOL","New Jersey","3405850","CAMDEN COUNTY","34007","34","1","37 KIRKWOOD RD","GIBBSBORO","NJ ","08026","1432","37 KIRKWOOD RD.","GIBBSBORO","NJ ","08026","1432","8567831140","1-Local school district","39.837200","-74.967300","071720","Prekindergarten","8th Grade","New Jersey","261"
"GLASSBORO PUBLIC SCHOOLS","New Jersey","3405880","GLOUCESTER COUNTY","34015","34","5","560 JOSEPH BOWE MEMORIAL BLVD","GLASSBORO","NJ ","08028","","560 JOSEPH BOWE MEMORIAL BLVD","GLASSBORO","NJ ","08028","","8566522700","1-Local school district","39.704600","-75.115700","151730","Prekindergarten","12th Grade","New Jersey","2183"
"GLEN RIDGE PUBLIC SCHOOLS","New Jersey","3405940","ESSEX COUNTY","34013","34","4","12 HIGH ST","GLEN RIDGE","NJ ","07028","1424","12 HIGH STREET","GLEN RIDGE","NJ ","07028","1424","9734298302","1-Local school district","40.801000","-74.201800","131750","Prekindergarten","12th Grade","New Jersey","1933"
"GLEN ROCK PUBLIC SCHOOL DISTRICT","New Jersey","3405970","BERGEN COUNTY","34003","34","6","620 HARRISTOWN RD","GLEN ROCK","NJ ","07452","2328","620 HARRISTOWN ROAD","GLEN ROCK","NJ ","07452","2328","2014457700","1-Local school district","40.957000","-74.121400","031760","Prekindergarten","12th Grade","New Jersey","2390"
"GLOUCESTER CITY PUBLIC SCHOOLS","New Jersey","3406000","CAMDEN COUNTY","34007","34","3","520 CUMBERLAND ST","GLOUCESTER CITY","NJ ","08030","1999","520 CUMBERLAND STREET","GLOUCESTER CITY","NJ ","08030","1999","8564567000","1-Local school district","39.894800","-75.121500","071770","Prekindergarten","12th Grade","New Jersey","2055"
"GLOUCESTER COUNTY SPECIAL SERVICES SCHOOL DISTRICT","New Jersey","3480363","GLOUCESTER COUNTY","34015","34","1","1340 TANYARD RD","SEWELL","NJ ","08080","2641","1340 TANYARD ROAD","SEWELL","NJ ","08080","2641","8564686530","1-Local school district","39.790700","-75.125700","151774","Prekindergarten","12th Grade","New Jersey","675"
"GLOUCESTER COUNTY VOCATIONAL-TECHNICAL SCHOOL DISTRICT","New Jersey","3406040","GLOUCESTER COUNTY","34015","34","1","1360 TANYARD RD","SEWELL","NJ ","08080","9510","1360 TANYARD ROAD","SEWELL","NJ ","08080","9510","8564681445","1-Local school district","39.787700","-75.122400","151775","9th Grade","12th Grade","New Jersey","1309"
"GLOUCESTER TOWNSHIP PUBLIC SCHOOLS","New Jersey","3406030","CAMDEN COUNTY","34007","34","11","17 ERIAL RD","BLACKWOOD","NJ ","08012","3964","17 ERIAL ROAD","BLACKWOOD","NJ ","08012","3964","8562271400","1-Local school district","39.810200","-75.066700","071780","Prekindergarten","8th Grade","New Jersey","6721"
"GRAY CHARTER SCHOOL","New Jersey","3400064","ESSEX COUNTY","34013","34","1","55 LIBERTY ST","NEWARK","NJ ","07102","","55 LIBERTY STREET","NEWARK","NJ ","07102","","9738246661","7-Charter school agency","40.730700","-74.169200","806665","Kindergarten","8th Grade","New Jersey","296"
"GREAT MEADOWS REGIONAL SCHOOL DISTRICT","New Jersey","3400008","WARREN COUNTY","34041","34","3","281 ROUTE 46","GREAT MEADOWS","NJ ","07838","0074","P.O. BOX 74","GREAT MEADOWS","NJ ","07838","0074","9086376576","1-Local school district","40.872700","-74.903400","411785","Prekindergarten","12th Grade","New Jersey","812"
"GREAT OAKS CHARTER SCHOOL","New Jersey","3400751","ESSEX COUNTY","34013","34","1","24 MAIDEN LN","NEWARK","NJ ","07102","","24 MAIDEN LANE","NEWARK","NJ ","07102","","9735659170","7-Charter school agency","40.734500","-74.175000","806053","6th Grade","9th Grade","New Jersey","277"
"GREATER BRUNSWICK CHARTER SCHOOL","New Jersey","3400047","MIDDLESEX COUNTY","34023","34","1","429 JOYCE KILMER AVE","NEW BRUNSWICK","NJ ","08901","","429 JOYCE KILMER AVE.","NEW BRUNSWICK","NJ ","08901","","7324481052","7-Charter school agency","40.480300","-74.462300","806635","Kindergarten","8th Grade","New Jersey","382"
"GREATER EGG HARBOR REGIONAL HIGH SCHOOL DISTRICT","New Jersey","3406060","ATLANTIC COUNTY","34001","34","3","1824 DR DENNIS FOREMAN DR","MAYS LANDING","NJ ","08330","2640","1824 DR. DENNIS FOREMAN DR.","MAYS LANDING","NJ ","08330","2640","6096251456","1-Local school district","39.450700","-74.679800","011790","9th Grade","12th Grade","New Jersey","3487"
"GREATER NEWARK CHARTER SCHOOL","New Jersey","3400065","ESSEX COUNTY","34013","34","1","72 CENTRAL AVE","NEWARK","NJ ","07102","","72 CENTRAL AVENUE","NEWARK","NJ ","07102","","9732423543","7-Charter school agency","40.742200","-74.172600","807280","5th Grade","8th Grade","New Jersey","212"
"GREEN BROOK TOWNSHIP PUBLIC SCHOOLS","New Jersey","3406120","SOMERSET COUNTY","34035","34","2","132 JEFFERSON AVE","GREEN BROOK","NJ ","08812","2608","132 JEFFERSON AVENUE","GREEN BROOK","NJ ","08812","2608","7329681171","1-Local school district","40.602600","-74.466200","351810","Prekindergarten","8th Grade","New Jersey","927"
"GREEN TOWNSHIP SCHOOL DISTRICT","New Jersey","3406090","SUSSEX COUNTY","34037","34","1","69 MACKERLEY RD","GREENDELL","NJ ","07839","0014","P.O. BOX 14","GREENDELL","NJ ","07839","0014","9733003800","1-Local school district","40.974900","-74.819800","371800","Prekindergarten","12th Grade","New Jersey","480"
"GREENWICH TOWNSHIP","New Jersey","3406150","CUMBERLAND COUNTY","34011","34","1","839 YE GREATE ST","GREENWICH","NJ ","08323","0360","839 YE GREATE STREET","GREENWICH","NJ ","08323","0360","8564515513","1-Local school district","39.400500","-75.345800","111820","Kindergarten","8th Grade","New Jersey","64"
"GREENWICH TOWNSHIP SCHOOL DISTRICT","New Jersey","3406180","GLOUCESTER COUNTY","34015","34","2","415 SWEDESBORO RD","GIBBSTOWN","NJ ","08027","1199","415 SWEDESBORO RD","GIBBSTOWN","NJ ","08027","1199","8562244920","1-Local school district","39.818100","-75.265100","151830","Kindergarten","12th Grade","New Jersey","476"
"GREENWICH TOWNSHIP SCHOOL DISTRICT","New Jersey","3406210","WARREN COUNTY","34041","34","2","101 WYNDHAM FARM BLVD","STEWARTSVILLE","NJ ","08886","9756","101 WYNDHAM FARM BOULEVARD","STEWARTSVILLE","NJ ","08886","9756","9088592022","1-Local school district","40.680700","-75.129300","411840","Prekindergarten","12th Grade","New Jersey","829"
"GUTTENBERG SCHOOL DISTRICT","New Jersey","3406240","HUDSON COUNTY","34017","34","1","301 69TH ST","GUTTENBERG","NJ ","07093","2411","301 69TH STREET","GUTTENBERG","NJ ","07093","2411","2018613100","1-Local school district","40.793800","-74.008400","171850","Prekindergarten","12th Grade","New Jersey","1022"
"HACKENSACK CITY","New Jersey","3406270","BERGEN COUNTY","34003","34","6","191 SECOND ST","HACKENSACK","NJ ","07601","5510","191 SECOND STREET","HACKENSACK","NJ ","07601","5510","2016468000","1-Local school district","40.887900","-74.052400","031860","Prekindergarten","12th Grade","New Jersey","5426"
"HACKETTSTOWN PUBLIC SCHOOLS","New Jersey","3406300","WARREN COUNTY","34041","34","4","315 WASHINGTON ST","HACKETTSTOWN","NJ ","07840","2235","315 WASHINGTON STREET","HACKETTSTOWN","NJ ","07840","2235","9088506500","1-Local school district","40.852100","-74.829500","411870","Prekindergarten","12th Grade","New Jersey","1892"
"HADDON HEIGHTS PUBLIC SCHOOLS","New Jersey","3406330","CAMDEN COUNTY","34007","34","4","316A SEVENTH AVE","HADDON HEIGHTS","NJ ","08035","1408","316-A SEVENTH AVE","HADDON HEIGHTS","NJ ","08035","1408","8565471412","1-Local school district","39.878200","-75.057000","071880","Prekindergarten","12th Grade","New Jersey","1247"
"HADDON TOWNSHIP SCHOOL DISTRICT","New Jersey","3406360","CAMDEN COUNTY","34007","34","7","500 RHOADS AVE","WESTMONT","NJ ","08108","3398","500 RHOADS AVENUE","WESTMONT","NJ ","08108","3398","8568697750","1-Local school district","39.901800","-75.054700","071890","Prekindergarten","12th Grade","New Jersey","2056"
"HADDONFIELD BOARD OF EDUCATION","New Jersey","3406390","CAMDEN COUNTY","34007","34","5","1 LINCOLN AVE","HADDONFIELD","NJ ","08033","1892","1 LINCOLN AVENUE","HADDONFIELD","NJ ","08033","1892","8564297510","1-Local school district","39.894700","-75.033800","071900","Prekindergarten","12th Grade","New Jersey","2549"
"HAINESPORT TOWNSHIP SCHOOL DISTRICT","New Jersey","3406420","BURLINGTON COUNTY","34005","34","1","211 BROAD ST","HAINESPORT","NJ ","08036","","P. O. BOX 538","HAINESPORT","NJ ","08036","","6092658050","1-Local school district","39.986800","-74.827400","051910","Prekindergarten","8th Grade","New Jersey","669"
"HALEDON PUBLIC SCHOOL DISTRICT","New Jersey","3406450","PASSAIC COUNTY","34031","34","1","70 CHURCH ST","HALEDON","NJ ","07508","1227","91 HENRY ST.","HALEDON","NJ ","07508","1227","9737909000","1-Local school district","40.941000","-74.179800","311920","Prekindergarten","8th Grade","New Jersey","1018"
"HAMBURG SCHOOL DISTRICT","New Jersey","3406480","SUSSEX COUNTY","34037","34","1","30 LINWOOD AVE","HAMBURG","NJ ","07419","1120","30 LINWOOD AVE.","HAMBURG","NJ ","07419","1120","9738277570","1-Local school district","41.153000","-74.572400","371930","Prekindergarten","8th Grade","New Jersey","284"
"HAMILTON SCHOOL DISTRICT - PACE CHARTER SCHOOL OF HAMILTON","New Jersey","3400042","MERCER COUNTY","34021","34","1","1949 HAMILTON AVE","HAMILTON","NJ ","08619","","1949 HAMILTON AVE.","HAMILTON","NJ ","08619","","6095872288","7-Charter school agency","40.225700","-74.712700","807500","Kindergarten","4th Grade","New Jersey","144"
"HAMILTON TOWNSHIP","New Jersey","3406540","MERCER COUNTY","34021","34","23","90 PARK AVE","HAMILTON","NJ ","08690","2024","90 PARK AVENUE","HAMILTON","NJ ","08690","2024","6096314100","1-Local school district","40.232100","-74.663100","211950","Prekindergarten","12th Grade","New Jersey","12114"
"HAMILTON TOWNSHIP SCHOOL DISTRICT","New Jersey","3406510","ATLANTIC COUNTY","34001","34","3","1876 DR DENNIS FOREMAN DR","MAYS LANDING","NJ ","08330","1717","1876 DR. DENNIS FOREMAN DR.","MAYS LANDING","NJ ","08330","1717","6096256600","1-Local school district","39.449600","-74.677400","011940","Prekindergarten","8th Grade","New Jersey","3116"
"HAMMONTON SCHOOL DISTRICT","New Jersey","3406570","ATLANTIC COUNTY","34001","34","4","566 OLD FORKS RD","HAMMONTON","NJ ","08037","0308","566 OLD FORKS ROAD","HAMMONTON","NJ ","08037","0308","6095677000","1-Local school district","39.657400","-74.807300","011960","Prekindergarten","12th Grade","New Jersey","3632"
"HAMPTON BOROUGH PUBLIC SCHOOL DISTRICT","New Jersey","3406600","HUNTERDON COUNTY","34019","34","1","3241 SOUTH ST","HAMPTON","NJ ","08827","9502","32-41 SOUTH STREET","HAMPTON","NJ ","08827","9502","9085374101","1-Local school district","40.705800","-74.955700","191970","Prekindergarten","12th Grade","New Jersey","82"
"HAMPTON TOWNSHIP SCHOOL DISTRICT","New Jersey","3406630","SUSSEX COUNTY","34037","34","1","1 SCHOOL RD","NEWTON","NJ ","07860","6733","1 SCHOOL ROAD","NEWTON","NJ ","07860","6733","9733835300","1-Local school district","41.110300","-74.758100","371980","Kindergarten","6th Grade","New Jersey","332"
"HANOVER PARK REGIONAL HIGH SCHOOL DISTRICT","New Jersey","3406660","MORRIS COUNTY","34027","34","2","75 MOUNT PLEASANT AVE","EAST HANOVER","NJ ","07936","2601","75 MOUNT PLEASANT AVENUE","EAST HANOVER","NJ ","07936","2601","9738870320","1-Local school district","40.804800","-74.371200","271990","9th Grade","12th Grade","New Jersey","1577"
