"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"EAST WASHINGTON SCHOOL CORP","Indiana","1803000","WASHINGTON COUNTY","18175","18","3","1050 NORTH EASTERN SCHOOL RD","PEKIN","IN ","47165","7901","1050 N EASTERN SCHOOL RD","PEKIN","IN ","47165","7901","8129673926","1-Local school district","38.513300","-86.001800","8215","Kindergarten","12th Grade","Indiana","1545"
"EASTBROOK COMMUNITY SCH CORP","Indiana","1803030","GRANT COUNTY","18053","18","5","CR 560 SOUTH 900 EAST","MARION","IN ","46953","9699","CR 560 S 900 E","MARION","IN ","46953","9699","7656640624","1-Local school district","40.544300","-85.503500","2815","Prekindergarten","12th Grade","Indiana","1610"
"EASTERN GREENE SCHOOLS","Indiana","1803090","GREENE COUNTY","18055","18","3","1471 NORTH SR 43","BLOOMFIELD","IN ","47424","9698","1471 N SR 43","BLOOMFIELD","IN ","47424","9511","8128255722","1-Local school district","39.026800","-86.885800","2940","Prekindergarten","12th Grade","Indiana","1294"
"EASTERN HANCOCK CO COM SCH CORP","Indiana","1803120","HANCOCK COUNTY","18059","18","3","10370 EAST 250 NORTH","CHARLOTTESVILLE","IN ","46117","","10370 E 250 N","CHARLOTTESVILLE","IN ","46117","","3174670064","1-Local school district","39.824400","-85.611900","3145","Kindergarten","12th Grade","Indiana","1146"
"EASTERN HOWARD SCHOOL CORP","Indiana","1803150","HOWARD COUNTY","18067","18","2","221 WEST MAIN","GREENTOWN","IN ","46936","1118","221 W MAIN SUITE ONE","GREENTOWN","IN ","46936","1118","7656283391","1-Local school district","40.477900","-85.968200","3480","Kindergarten","12th Grade","Indiana","1451"
"EASTERN PULASKI COM SCH CORP","Indiana","1807110","PULASKI COUNTY","18131","18","3","711 SCHOOL DR","WINAMAC","IN ","46996","1597","711 SCHOOL DR","WINAMAC","IN ","46996","1597","5749464010","1-Local school district","41.046600","-86.597900","6620","Kindergarten","12th Grade","Indiana","1272"
"EDINBURGH COMMUNITY SCH CORP","Indiana","1803240","JOHNSON COUNTY","18081","18","3","202 SOUTH KEELEY ST","EDINBURGH","IN ","46124","1383","202 S KEELEY ST","EDINBURGH","IN ","46124","1383","8125262681","1-Local school district","39.352900","-85.969700","4215","Prekindergarten","12th Grade","Indiana","945"
"EDISON LEARNING ROOSEVELT","Indiana","1800119","LAKE COUNTY","18089","18","1","730 WEST 25TH AVE","GARY","IN ","46407","","730 W 25TH AVE","GARY","IN ","46407","","2488912752","1-Local school district","41.573300","-87.345500","8820","7th Grade","12th Grade","Indiana","602"
"EDPOWER ARLINGTON","Indiana","1800114","MARION COUNTY","18097","18","1","3960 MEADOWS DR","INDIANAPOLIS","IN ","46205","","3960 MEADOWS DR","INDIANAPOLIS","IN ","46205","","3175451745","1-Local school district","39.829500","-86.114300","8830","7th Grade","12th Grade","Indiana","448"
"ELKHART COMMUNITY SCHOOLS","Indiana","1803270","ELKHART COUNTY","18039","18","20","2720 CALIFORNIA RD","ELKHART","IN ","46514","1220","2720 CALIFORNIA RD","ELKHART","IN ","46514","1220","5742625516","1-Local school district","41.695400","-86.017000","2305","Prekindergarten","12th Grade","Indiana","13070"
"ELWOOD COMMUNITY SCHOOL CORP","Indiana","1803300","MADISON COUNTY","18095","18","4","1306 NORTH ANDERSON ST","ELWOOD","IN ","46036","9460","1306 N ANDERSON ST","ELWOOD","IN ","46036","9460","7655529861","1-Local school district","40.290800","-85.841800","5280","Prekindergarten","12th Grade","Indiana","1635"
"EMINENCE COMMUNITY SCHOOL CORP","Indiana","1803330","MORGAN COUNTY","18109","18","2","6764 NORTH SR 42","EMINENCE","IN ","46125","0135","PO BOX 135","EMINENCE","IN ","46125","0135","7655282101","1-Local school district","39.524300","-86.642600","5910","Kindergarten","12th Grade","Indiana","402"
"ENLACE ACADEMY","Indiana","1800137","MARION COUNTY","18097","18","1","5420 NORTH COLLEGE AVE","INDIANAPOLIS","IN ","46220","","5420 N COLLEGE AVE STE 202","INDIANAPOLIS","IN ","46220","","3177489599","7-Charter school agency","39.851700","-86.146300","9365","Kindergarten","3rd Grade","Indiana","106"
"EVANSVILLE VANDERBURGH SCH CORP","Indiana","1803450","VANDERBURGH COUNTY","18163","18","37","951 WALNUT ST","EVANSVILLE","IN ","47713","1821","951 WALNUT ST","EVANSVILLE","IN ","47713","1821","8124358477","1-Local school district","37.972900","-87.563800","7995","Prekindergarten","12th Grade","Indiana","22688"
"EXCEL CENTER FOR ADULT LEARNERS","Indiana","1800093","MARION COUNTY","18097","18","1","1635 WEST MICHIGAN ST","INDIANAPOLIS","IN ","46222","","1635 W MICHIGAN ST","INDIANAPOLIS","IN ","46222","","3175244141","7-Charter school agency","39.773800","-86.191300","9910","9th Grade","12th Grade","Indiana","1368"
"FAIRFIELD COMMUNITY SCHOOLS","Indiana","1803480","ELKHART COUNTY","18039","18","4","67240 CR 31","GOSHEN","IN ","46528","9300","67240 CR 31","GOSHEN","IN ","46528","9300","5748312188","1-Local school district","41.518700","-85.770100","2155","Kindergarten","12th Grade","Indiana","2092"
"FALL CREEK ACADEMY","Indiana","1800017","MARION COUNTY","18097","18","1","333 NORTH PENNSYLVANIA","INDIANAPOLIS","IN ","46204","","333 N PENNSYLVANIA SUITE 1000","INDIANAPOLIS","IN ","46204","","3175361027","7-Charter school agency","39.772000","-86.155600","9370","Kindergarten","12th Grade","Indiana","487"
"FAYETTE COUNTY SCHOOL CORP","Indiana","1803510","FAYETTE COUNTY","18041","18","9","1401 SPARTAN DR","CONNERSVILLE","IN ","47331","1053","1401 SPARTAN DR","CONNERSVILLE","IN ","47331","1053","7658252178","1-Local school district","39.634800","-85.164000","2395","Prekindergarten","12th Grade","Indiana","3761"
"FLANNER HOUSE ELEMENTARY SCHOOL","Indiana","1800019","MARION COUNTY","18097","18","1","2424 DR MARTIN LUTHER KING JR","INDIANAPOLIS","IN ","46208","","2424 DR MARTIN LUTHER KING JR","INDIANAPOLIS","IN ","46208","","3179254231","7-Charter school agency","39.800600","-86.171400","9390","Kindergarten","6th Grade","Indiana","191"
"FLAT ROCK-HAWCREEK SCHOOL CORP","Indiana","1803570","BARTHOLOMEW COUNTY","18005","18","2","9423 NORTH SR 9","HOPE","IN ","47246","0034","9423 N SR 9","HOPE","IN ","47246","0034","8125462000","1-Local school district","39.293500","-85.771400","0370","Kindergarten","12th Grade","Indiana","913"
"FORT WAYNE COMMUNITY SCHOOLS","Indiana","1803630","ALLEN COUNTY","18003","18","50","1200 SOUTH CLINTON ST","FORT WAYNE","IN ","46802","3594","1200 S CLINTON ST","FORT WAYNE","IN ","46802","3594","2604672025","1-Local school district","41.074400","-85.136900","0235","Prekindergarten","12th Grade","Indiana","30783"
"FRANKLIN COMMUNITY SCHOOL CORP","Indiana","1803690","JOHNSON COUNTY","18081","18","8","998 GRIZZLY CUB DR","FRANKLIN","IN ","46131","1398","998 GRIZZLY CUB DR","FRANKLIN","IN ","46131","1398","3177385800","1-Local school district","39.490400","-86.063400","4225","Kindergarten","12th Grade","Indiana","5033"
"FRANKLIN COUNTY COM SCH CORP","Indiana","1803700","FRANKLIN COUNTY","18047","18","5","225 EAST 10TH ST","BROOKVILLE","IN ","47012","0309","225 E 10TH ST","BROOKVILLE","IN ","47012","0309","7656474128","1-Local school district","39.425300","-85.010800","2475","Prekindergarten","12th Grade","Indiana","2787"
"FRANKLIN TOWNSHIP COM SCH CORP","Indiana","1803750","MARION COUNTY","18097","18","9","6141 SOUTH FRANKLIN RD","INDIANAPOLIS","IN ","46259","1399","6141 S FRANKLIN RD","INDIANAPOLIS","IN ","46259","1399","3178622411","1-Local school district","39.679100","-86.018600","5310","Prekindergarten","12th Grade","Indiana","8645"
"FRANKTON-LAPEL COMMUNITY SCHS","Indiana","1812880","MADISON COUNTY","18095","18","5","7916 WEST 300 NORTH","ANDERSON","IN ","46011","9129","7916 W 300 N","ANDERSON","IN ","46011","9129","7657341261","1-Local school district","40.149100","-85.822900","5245","Prekindergarten","12th Grade","Indiana","3008"
"FREMONT COMMUNITY SCHOOLS","Indiana","1803780","STEUBEN COUNTY","18151","18","3","1100 WEST TOLEDO ST","FREMONT","IN ","46737","0665","PO BOX 665","FREMONT","IN ","46737","0665","2604955005","1-Local school district","41.730300","-84.949900","7605","Kindergarten","12th Grade","Indiana","968"
"FRONTIER SCHOOL CORPORATION","Indiana","1803810","WHITE COUNTY","18181","18","2","126 EAST MAIN ST","CHALMERS","IN ","47929","0809","PO BOX 809","CHALMERS","IN ","47929","0809","2199845009","1-Local school district","40.662200","-86.869100","8525","Kindergarten","12th Grade","Indiana","719"
"GARRETT-KEYSER-BUTLER COM","Indiana","1803840","DEKALB COUNTY","18033","18","3","900 EAST WARFIELD","GARRETT","IN ","46738","1699","801 E HOUSTON ST","GARRETT","IN ","46738","1699","2603573185","1-Local school district","41.344500","-85.126300","1820","Kindergarten","12th Grade","Indiana","1760"
"GARY COMMUNITY SCHOOL CORP","Indiana","1803870","LAKE COUNTY","18089","18","20","620 EAST 10TH PLACE","GARY","IN ","46402","2731","620 E 10TH PL","GARY","IN ","46402","2731","2198815401","1-Local school district","41.591400","-87.329100","4690","Prekindergarten","12th Grade","Indiana","8594"
"GARY LIGHTHOUSE CHARTER SCHOOL","Indiana","1800052","LAKE COUNTY","18089","18","1","3201 PIERCE ST","GARY","IN ","46408","","3201 PIERCE ST","GARY","IN ","46408","","2198801762","7-Charter school agency","41.560400","-87.348700","9535","Kindergarten","12th Grade","Indiana","1487"
"GARY MIDDLE COLLEGE","Indiana","1800102","LAKE COUNTY","18089","18","1","724 WASHINGTON ST","GARY","IN ","46402","","1630 NORTH MERIDIAN ST STE 350","INDIANAPOLIS","IN ","46202","","3175361027","7-Charter school agency","41.597600","-87.338800","9885","9th Grade","12th Grade","Indiana","284"
"GEIST MONTESSORI ACADEMY","Indiana","1800061","HAMILTON COUNTY","18057","18","1","13942 EAST 96TH ST","MCCORDSVILLE","IN ","46055","","13942 E 96TH ST - SUITE 120","MCCORDSVILLE","IN ","46055","","3173351158","7-Charter school agency","39.928400","-85.915100","9665","Kindergarten","8th Grade","Indiana","327"
"GEORGE & VERONICA PHALEN ACADEMY","Indiana","1800124","MARION COUNTY","18097","18","1","1630 NORTH MERIDIAN ST","INDIANAPOLIS","IN ","46202","","1630 N MERIDIAN ST STE 330","INDIANAPOLIS","IN ","46202","","3179975512","7-Charter school agency","39.789200","-86.157800","9925","Kindergarten","2nd Grade","Indiana","150"
"GOSHEN COMMUNITY SCHOOLS","Indiana","1803930","ELKHART COUNTY","18039","18","9","613 EAST PURL ST","GOSHEN","IN ","46526","4044","613 E PURL ST","GOSHEN","IN ","46526","4044","5745338631","1-Local school district","41.579800","-85.826300","2315","Prekindergarten","12th Grade","Indiana","6497"
"GREATER CLARK COUNTY SCHOOLS","Indiana","1803940","CLARK COUNTY","18019","18","20","2112 UTICASELLERSBURG RD","JEFFERSONVILLE","IN ","47130","8506","2112 UTICA-SELLERSBURG RD","JEFFERSONVILLE","IN ","47130","8506","8122830701","1-Local school district","38.335400","-85.679000","1010","Prekindergarten","12th Grade","Indiana","10553"
"GREATER JASPER CON SCHS","Indiana","1803960","DUBOIS COUNTY","18037","18","6","1520 ST CHARLES ST","JASPER","IN ","47546","8228","1520 ST CHARLES ST SUITE 1","JASPER","IN ","47546","8228","8124821801","1-Local school district","38.400600","-86.951500","2120","Prekindergarten","12th Grade","Indiana","3234"
"GREATER RANDOLPH INTERLOCAL COOP","Indiana","1800010","RANDOLPH COUNTY","18135","18","0","325 SOUTH OAK ST","WINCHESTER","IN ","47394","","325 S OAK ST - SUITE L103","WINCHESTER","IN ","47394","","7655847602","4-Regional education services agency","40.169800","-84.973100","6845","Kindergarten","12th Grade","Indiana","0"
"GREENCASTLE COMMUNITY SCH CORP","Indiana","1803990","PUTNAM COUNTY","18133","18","5","711 SOUTH CENTRAL AVE","GREENCASTLE","IN ","46135","2010","PO BOX 480","GREENCASTLE","IN ","46135","2010","7656539771","1-Local school district","39.636900","-86.859800","6755","Prekindergarten","12th Grade","Indiana","2047"
"GREENE-SULLIVAN SP ED COOP","Indiana","1800007","GREENE COUNTY","18055","18","1","77 'A' ST NE","LINTON","IN ","47441","1838","77 'A' ST NE","LINTON","IN ","47441","1838","8128478497","4-Regional education services agency","39.034700","-87.165500","2990","Kindergarten","12th Grade","Indiana","–"
"GREENFIELD-CENTRAL COM SCHOOLS","Indiana","1804050","HANCOCK COUNTY","18059","18","8","110 WEST NORTH ST","GREENFIELD","IN ","46140","2172","110 W NORTH ST","GREENFIELD","IN ","46140","2172","3174624434","1-Local school district","39.786200","-85.769700","3125","Prekindergarten","12th Grade","Indiana","4621"
"GREENSBURG COMMUNITY SCHOOLS","Indiana","1804080","DECATUR COUNTY","18031","18","3","1312 WEST WESTRIDGE PKY","GREENSBURG","IN ","47240","1898","1312 W WESTRIDGE PKY","GREENSBURG","IN ","47240","1898","8126634774","1-Local school district","39.352800","-85.502900","1730","Prekindergarten","12th Grade","Indiana","2297"
"GREENWOOD COMMUNITY SCH CORP","Indiana","1804110","JOHNSON COUNTY","18081","18","6","605 WEST SMITH VALLEY RD","GREENWOOD","IN ","46142","0218","605 W SMITH VALLEY RD","GREENWOOD","IN ","46142","0218","3178894060","1-Local school district","39.605700","-86.116500","4245","Prekindergarten","12th Grade","Indiana","3773"
"GRIFFITH PUBLIC SCHOOLS","Indiana","1804170","LAKE COUNTY","18089","18","5","602 NORTH RAYMOND","GRIFFITH","IN ","46319","2289","PO BOX 749","GRIFFITH","IN ","46319","2289","2199244250","1-Local school district","41.532000","-87.435000","4700","Prekindergarten","12th Grade","Indiana","2402"
"HAMILTON COMMUNITY SCHOOLS","Indiana","1804230","DEKALB COUNTY","18033","18","2","903 SOUTH WAYNE ST","HAMILTON","IN ","46742","9801","903 S WAYNE ST","HAMILTON","IN ","46742","9801","2604882513","1-Local school district","41.523200","-84.919400","7610","Kindergarten","12th Grade","Indiana","426"
"HAMILTON HEIGHTS SCHOOL CORP","Indiana","1804260","HAMILTON COUNTY","18057","18","4","410 WEST MAIN ST","ARCADIA","IN ","46030","0469","PO BOX 469","ARCADIA","IN ","46030","0469","3179843538","1-Local school district","40.175800","-86.026800","3025","Prekindergarten","12th Grade","Indiana","2264"
"HAMILTON SOUTHEASTERN SCHOOLS","Indiana","1810650","HAMILTON COUNTY","18057","18","21","13485 CUMBERLAND RD","FISHERS","IN ","46038","3602","13485 CUMBERLAND RD","FISHERS","IN ","46038","3602","3175944100","1-Local school district","39.984800","-85.994300","3005","Prekindergarten","12th Grade","Indiana","20524"
"HAMMOND ACADEMY OF SCIENCE & TECH","Indiana","1800082","LAKE COUNTY","18089","18","1","33 MUENICH CT","HAMMOND","IN ","46320","","33 MUENICH CT","HAMMOND","IN ","46320","","2198520500","7-Charter school agency","41.617500","-87.523100","9705","6th Grade","12th Grade","Indiana","567"
"HANCOCK MADISON SHELBY ED SERVICES","Indiana","1800104","HANCOCK COUNTY","18059","18","0","1834 FIELDS BLVD","GREENFIELD","IN ","46140","","1834 FIELDS BLVD","GREENFIELD","IN ","46140","","3174629219","4-Regional education services agency","39.811700","-85.773600","3130","†","†","Indiana","†"
"HANOVER COMMUNITY SCHOOL CORP","Indiana","1804350","LAKE COUNTY","18089","18","4","9520 WEST 133RD AVE","CEDAR LAKE","IN ","46303","0645","PO BOX 645","CEDAR LAKE","IN ","46303","0645","2193743500","1-Local school district","41.377300","-87.450100","4580","Prekindergarten","12th Grade","Indiana","2177"
"HEARTLAND CAREER CENTER","Indiana","1811930","WABASH COUNTY","18169","18","1","79 SOUTH 200 WEST","WABASH","IN ","46992","","79 S 200 W","WABASH","IN ","46992","","2605637481","4-Regional education services agency","40.823300","-85.826800","8065","9th Grade","12th Grade","Indiana","0"
"HERRON CHARTER","Indiana","1800058","MARION COUNTY","18097","18","1","110 EAST 16TH ST","INDIANAPOLIS","IN ","46202","","110 E 16TH ST","INDIANAPOLIS","IN ","46202","","3172310010","7-Charter school agency","39.789000","-86.155400","9650","9th Grade","12th Grade","Indiana","698"
"HOOSIER ACAD VIRTUAL CHARTER","Indiana","1800081","MARION COUNTY","18097","18","1","2855 NORTH FRANKLIN RD","INDIANAPOLIS","IN ","46219","","2855 N FRANKLIN RD","INDIANAPOLIS","IN ","46219","","3174956494","7-Charter school agency","39.809500","-86.023400","9865","Kindergarten","12th Grade","Indiana","4151"
"HOOSIER ACADEMY - INDIANAPOLIS","Indiana","1800072","MARION COUNTY","18097","18","1","5640 CAITO DR","INDIANAPOLIS","IN ","46226","","5640 CAITO DR","INDIANAPOLIS","IN ","46226","","3174956494","7-Charter school agency","39.856400","-86.044500","9805","Kindergarten","12th Grade","Indiana","456"
"HOOSIER ACADEMY - MUNCIE","Indiana","1800069","DELAWARE COUNTY","18035","18","0","2801 EAST 16TH ST","MUNCIE","IN ","47302","","2801 E 16TH ST","MUNCIE","IN ","47302","","3172889633","7-Charter school agency","40.172900","-85.354300","9810","Kindergarten","8th Grade","Indiana","†"
"HOPE ACADEMY","Indiana","1800059","MARION COUNTY","18097","18","1","8102 CLEARVISTA PKY","INDIANAPOLIS","IN ","46256","","8102 CLEARVISTA PKY","INDIANAPOLIS","IN ","46256","","3175729356","7-Charter school agency","39.902900","-86.041200","9655","9th Grade","12th Grade","Indiana","32"
"HUNTINGTON CO COM SCH CORP","Indiana","1804710","HUNTINGTON COUNTY","18069","18","11","2485 WATERWORKS RD","HUNTINGTON","IN ","46750","2192","2485 WATERWORKS RD","HUNTINGTON","IN ","46750","2192","2603568312","1-Local school district","40.859300","-85.506100","3625","Prekindergarten","12th Grade","Indiana","5595"
"IMAGINE LIFE SCIENCES ACAD - EAST","Indiana","1800076","MARION COUNTY","18097","18","0","4352 MITTHOEFFER RD","INDIANAPOLIS","IN ","46235","","4352 MITTHOEFFER RD","INDIANAPOLIS","IN ","46235","","3178909100","7-Charter school agency","39.836400","-85.991200","9815","Kindergarten","8th Grade","Indiana","†"
"IMAGINE LIFE SCIENCES ACAD - WEST","Indiana","1800084","MARION COUNTY","18097","18","1","4950 WEST 34TH ST","INDIANAPOLIS","IN ","46224","","4950 W 34TH ST","INDIANAPOLIS","IN ","46224","","3172979100","7-Charter school agency","39.817100","-86.243700","9850","Kindergarten","8th Grade","Indiana","573"
"IMAGINE MASTER ACADEMY","Indiana","1800066","ALLEN COUNTY","18003","18","0","2000 NORTH WELLS ST BLDG 6","FORT WAYNE","IN ","46808","","2000 N WELLS ST BLDG 6","FORT WAYNE","IN ","46808","","2604208395","7-Charter school agency","41.092900","-85.145100","9695","Kindergarten","8th Grade","Indiana","†"
"IMAGINE MASTER ON BROADWAY","Indiana","1800073","ALLEN COUNTY","18003","18","0","2320 BROADWAY ST","FORT WAYNE","IN ","46807","","2320 BROADWAY ST","FORT WAYNE","IN ","46807","","2604208395","7-Charter school agency","41.064000","-85.152500","9820","Kindergarten","5th Grade","Indiana","†"
"IN ACAD FOR SCI MATH HUMANITIES","Indiana","1800041","DELAWARE COUNTY","18035","18","1","DEAN'S OFFICETEACHERS CLG BSU","MUNCIE","IN ","47306","0575","DEAN'S OFFICE-TEACHERS CLG BSU","MUNCIE","IN ","47306","0575","7652858488","8-Other education agency","40.195800","-85.410300","9625","11th Grade","12th Grade","Indiana","307"
"IN DEPARTMENT OF CORRECTION","Indiana","1800006","MARION COUNTY","18097","18","5","302 WEST WASHINGTON ST RM E334","INDIANAPOLIS","IN ","46204","2738","302 W WASHINGTON ST RM E334","INDIANAPOLIS","IN ","46204","2738","3172333111","5-State-operated institution","39.767000","-86.151700","9100","7th Grade","12th Grade","Indiana","425"
"IN MATH & SCIENCE ACADEMY - SOUTH","Indiana","1800143","MARION COUNTY","18097","18","1","2701 BETHEL AVE","INDIANAPOLIS","IN ","46203","","2701 BETHEL AVE","INDIANAPOLIS","IN ","46203","","3177801200","7-Charter school agency","39.743800","-86.117300","9375","Kindergarten","7th Grade","Indiana","207"
"IN SCH FOR THE BLIND & VIS IMPRD","Indiana","1800023","MARION COUNTY","18097","18","1","7725 NORTH COLLEGE AVE","INDIANAPOLIS","IN ","46240","2504","7725 N COLLEGE AVE","INDIANAPOLIS","IN ","46240","2504","3172531481","5-State-operated institution","39.893500","-86.143400","9605","Prekindergarten","12th Grade","Indiana","148"
"IN STATE DEPARTMENT OF HEALTH","Indiana","1800005","MARION COUNTY","18097","18","0","2 NORTH MERIDIAN ST","INDIANAPOLIS","IN ","46204","1964","2 N MERIDIAN ST","INDIANAPOLIS","IN ","46204","1964","3172337102","5-State-operated institution","39.767100","-86.158100","9105","5th Grade","12th Grade","Indiana","0"
"INDIANA CONNECTIONS ACADEMY","Indiana","1800098","MARION COUNTY","18097","18","1","6640 INTECH BLVD","INDIANAPOLIS","IN ","46278","","6640 INTECH BLVD - SUITE 250","INDIANAPOLIS","IN ","46278","","3175503188","7-Charter school agency","39.875600","-86.275400","9905","Kindergarten","12th Grade","Indiana","3013"
"INDIANA CYBER CHARTER SCH INC","Indiana","1800115","LAKE COUNTY","18089","18","1","746 US HWY 30","SCHERERVILLE","IN ","46375","","746 US HWY 30","SCHERERVILLE","IN ","46375","","8884272863","7-Charter school agency","41.490800","-87.469600","9765","Kindergarten","12th Grade","Indiana","200"
"INDIANA MATH AND SCIENCE ACADEMY","Indiana","1800067","MARION COUNTY","18097","18","1","4575 WEST 38TH ST","INDIANAPOLIS","IN ","46254","","4575 W 38TH ST","INDIANAPOLIS","IN ","46254","","3172980025","7-Charter school agency","39.821500","-86.236600","9785","Kindergarten","12th Grade","Indiana","584"
"INDIANA MATH SCIENCE ACADEMY NORTH","Indiana","1800094","MARION COUNTY","18097","18","1","7435 NORTH KEYSTONE AVE","INDIANAPOLIS","IN ","46240","","7435 N KEYSTONE AVE","INDIANAPOLIS","IN ","46240","","3172597300","7-Charter school agency","39.889800","-86.120900","9895","Kindergarten","10th Grade","Indiana","591"
"INDIANA SCHOOL FOR THE DEAF","Indiana","1800024","MARION COUNTY","18097","18","1","1200 EAST 42ND ST","INDIANAPOLIS","IN ","46205","2099","1200 E 42ND ST","INDIANAPOLIS","IN ","46205","2099","3179248400","5-State-operated institution","39.833500","-86.135000","9610","Prekindergarten","12th Grade","Indiana","312"
"INDIANA VIRTUAL SCHOOL","Indiana","1800106","MARION COUNTY","18097","18","1","1111 EAST 54TH ST","INDIANAPOLIS","IN ","46220","","1111 E 54TH ST STE 144","INDIANAPOLIS","IN ","46220","","3175815355","7-Charter school agency","39.850400","-86.139100","9890","6th Grade","12th Grade","Indiana","105"
"INDIANAPOLIS METROPOLITAN HIGH SCH","Indiana","1800064","MARION COUNTY","18097","18","1","1635 WEST MICHIGAN ST","INDIANAPOLIS","IN ","46222","","1635 W MICHIGAN ST","INDIANAPOLIS","IN ","46222","","3175244501","7-Charter school agency","39.773800","-86.191300","9670","9th Grade","12th Grade","Indiana","299"
"INDIANAPOLIS PUBLIC SCHOOLS","Indiana","1804770","MARION COUNTY","18097","18","68","120 EAST WALNUT ST","INDIANAPOLIS","IN ","46204","1389","120 E WALNUT ST","INDIANAPOLIS","IN ","46204","1389","3172264411","1-Local school district","39.776700","-86.154600","5385","Prekindergarten","12th Grade","Indiana","30813"
"INDPLS LIGHTHOUSE CHARTER SCHOOL","Indiana","1800051","MARION COUNTY","18097","18","1","1780 SLOAN AVE","INDIANAPOLIS","IN ","46203","","1780 SLOAN AVE","INDIANAPOLIS","IN ","46203","","3178972430","7-Charter school agency","39.742800","-86.088900","9575","Kindergarten","12th Grade","Indiana","713"
"INSPIRE ACADEMY - A SCH OF INQUIRY","Indiana","1800123","DELAWARE COUNTY","18035","18","1","1600 SOUTH MADISON ST","MUNCIE","IN ","47302","","1600 S MADISON ST","MUNCIE","IN ","47302","","7652167980","7-Charter school agency","40.181000","-85.381400","9735","Kindergarten","5th Grade","Indiana","124"
"INTERNATIONAL SCHOOL OF COLUMBUS","Indiana","1800085","BARTHOLOMEW COUNTY","18005","18","1","3136 NORTH NATIONAL RD","COLUMBUS","IN ","47201","","3136 N NATIONAL RD - SUITE E","COLUMBUS","IN ","47201","","8123147078","7-Charter school agency","39.229000","-85.906400","9860","7th Grade","12th Grade","Indiana","124"
"IRVINGTON COMMUNITY SCHOOL","Indiana","1800014","MARION COUNTY","18097","18","1","6705 EAST JULIAN AVE","INDIANAPOLIS","IN ","46219","4809","6705 E JULIAN AVE","INDIANAPOLIS","IN ","46219","4809","3173575359","7-Charter school agency","39.769100","-86.052300","9330","Kindergarten","12th Grade","Indiana","1005"
"JAC-CEN-DEL COMMUNITY SCH CORP","Indiana","1804800","RIPLEY COUNTY","18137","18","2","723 NORTH BUCKEYE ST","OSGOOD","IN ","47037","9804","723 N BUCKEYE ST","OSGOOD","IN ","47037","9804","8126894114","1-Local school district","39.135700","-85.293800","6900","Kindergarten","12th Grade","Indiana","876"
"JAY SCHOOL CORP","Indiana","1804980","JAY COUNTY","18075","18","10","1976 WEST TYSON RD","PORTLAND","IN ","47371","7994","PO BOX 1239","PORTLAND","IN ","47371","7994","2607269341","1-Local school district","40.432800","-85.005800","3945","Kindergarten","12th Grade","Indiana","3465"
"JENNINGS COUNTY SCHOOLS","Indiana","1805190","JENNINGS COUNTY","18079","18","9","34 MAIN ST","NORTH VERNON","IN ","47265","1706","34 MAIN ST","NORTH VERNON","IN ","47265","1706","8123464483","1-Local school district","39.004100","-85.628400","4015","Prekindergarten","12th Grade","Indiana","4697"
"JOHN GLENN SCHOOL CORPORATION","Indiana","1809120","ST. JOSEPH COUNTY","18141","18","4","101 JOHN GLENN DR","WALKERTON","IN ","46574","1288","101 JOHN GLENN DR","WALKERTON","IN ","46574","1288","5745863129","1-Local school district","41.456500","-86.478900","7150","Prekindergarten","12th Grade","Indiana","1871"
"JOINT ED SERVICES IN SPEC ED","Indiana","1805200","MARSHALL COUNTY","18099","18","0","324 NORTH KINGSTON RD","PLYMOUTH","IN ","46563","","PO BOX 418","PLYMOUTH","IN ","46563","","5749362627","4-Regional education services agency","41.341700","-86.296300","5450","1st Grade","12th Grade","Indiana","†"
"JOSHUA ACADEMY","Indiana","1800037","VANDERBURGH COUNTY","18163","18","1","1230 EAST ILLINOIS ST","EVANSVILLE","IN ","47711","2512","1230 E ILLINOIS ST","EVANSVILLE","IN ","47711","2512","8124016300","7-Charter school agency","37.979500","-87.542200","9495","Kindergarten","6th Grade","Indiana","260"
"KANKAKEE VALLEY SCHOOL CORP","Indiana","1805280","JASPER COUNTY","18073","18","5","12021 NORTH 550 WEST","WHEATFIELD","IN ","46392","0278","PO BOX 278","WHEATFIELD","IN ","46392","0278","2199874711","1-Local school district","41.188000","-87.150700","3785","Prekindergarten","12th Grade","Indiana","3527"
"KENNETH A CHRISTMON STEMM ACADEMY","Indiana","1800049","WAYNE COUNTY","18177","18","0","777 NORTH 12TH ST","RICHMOND","IN ","47374","","777 N 12TH ST","RICHMOND","IN ","47374","","7659833709","7-Charter school agency","39.838500","-84.885600","9565","Kindergarten","8th Grade","Indiana","†"
